"contrast","energy","homogeneity","correlation","dissimilarity","ASM","Entrophy","class"
"512.8260003","0.01443193006","0.08061373059","0.6905661981","15.90081784","0.0002082806052","2.849806648","0"
"467.0576937","0.01487062724","0.08746651553","0.7155321959","15.12603769","0.0002211355546","2.800343996","0"
"524.2942647","0.01419518163","0.08125797526","0.6993655002","16.08284912","0.0002015031815","2.892727734","0"
"472.6735996","0.01485169281","0.08798568555","0.7141526951","15.19994128","0.0002205727792","2.810675947","0"
"510.3832512","0.01433824309","0.08274292072","0.7031065342","15.8667879","0.0002055852149","2.869656235","0"
"479.2617786","0.01477620417","0.0865516657","0.7104759541","15.31018578","0.0002183362095","2.817557339","0"
"525.6081206","0.01421033268","0.08176894943","0.6994726781","16.09683331","0.000201933555","2.895212911","0"
"475.5401649","0.01485185022","0.08700161617","0.7122471655","15.24754341","0.000220577455","2.811394102","0"
"507.7628512","0.01439112052","0.08387591738","0.7040314916","15.80581246","0.0002071043497","2.868470932","0"
"483.9140775","0.01477428605","0.08691081079","0.7103668496","15.32536807","0.0002182795283","2.827535086","0"
"520.6515412","0.01429576888","0.08269989412","0.6993479169","15.99521706","0.0002043690079","2.88549557","0"
"497.0434585","0.01459747493","0.08210592764","0.6963920011","15.66361221","0.0002130862742","2.824240175","0"
"491.9523742","0.01470335156","0.08652351136","0.7079684486","15.45865121","0.000216188547","2.840866862","0"
"534.6868261","0.01416280307","0.0821922158","0.6975383587","16.20740457","0.0002005849909","2.913690745","0"
"497.2245","0.01466975383","0.08655381558","0.7081626284","15.53615859","0.0002152016773","2.858212255","0"
"530.8029427","0.01424085099","0.08192756713","0.695535069","16.13606766","0.0002028018371","2.898783657","0"
"491.519513","0.01473316524","0.08641985185","0.7094932029","15.44678383","0.0002170661581","2.845751825","0"
"532.0934805","0.01417236653","0.08184719939","0.6990832065","16.17003604","0.000200855973","2.91030051","0"
"481.534719","0.01476374697","0.08732559248","0.7169120457","15.29490877","0.0002179682246","2.83976791","0"
"512.0673259","0.01434702179","0.08343169089","0.7073524608","15.87374448","0.0002058370342","2.881924105","0"
"491.624018","0.01476169697","0.08810876056","0.7129671891","15.43942472","0.0002179076974","2.856377427","0"
"533.0164941","0.01429963991","0.08340224506","0.698817261","16.13974721","0.0002044797016","2.912393202","0"
"492.8020335","0.01454936195","0.08076767526","0.6981985327","15.63398164","0.000211683933","2.815203882","0"
"424.8308116","0.01608244384","0.09221312944","0.7070462347","14.24025534","0.0002586449999","2.688984788","0"
"408.9051604","0.01678770103","0.09883831071","0.7122490019","13.74326481","0.0002818269057","2.658881717","0"
"437.5821317","0.01615991326","0.09265022622","0.6980471934","14.36972633","0.0002611427964","2.697495232","0"
"366.9459764","0.01771114216","0.1052623877","0.7085960698","13.00080505","0.0003136845566","2.523561283","0"
"397.1158514","0.01701633921","0.09908701541","0.6931287644","13.63365014","0.0002895557999","2.569744481","0"
"389.8415141","0.01729321286","0.1019789896","0.6967356926","13.41910905","0.0002990552109","2.558759403","0"
"381.5698428","0.01738461147","0.1052502736","0.7127131181","13.26838474","0.0003022247161","2.575431059","0"
"336.6926414","0.01811092251","0.1112666629","0.7381463348","12.45090852","0.0003280055141","2.489225402","0"
"323.1331742","0.01865663778","0.1168227726","0.7431762828","12.11519319","0.0003480701332","2.463179881","0"
"329.1033779","0.01874428062","0.118319987","0.7412440379","12.1353668","0.0003513480559","2.481747881","0"
"448.3666387","0.01509836933","0.08624576033","0.7150707005","14.85376977","0.0002279607564","2.742662474","0"
"280.3726955","0.01979210698","0.1268379811","0.7590346664","11.17190186","0.0003917274987","2.351927177","0"
"231.8395109","0.02185901449","0.1422833643","0.7608164992","10.02717281","0.0004778165143","2.164333184","0"
"298.0054791","0.02052080295","0.1332233079","0.7334149455","11.2750998","0.0004211033539","2.366428684","0"
"362.8443886","0.01897578053","0.1242242629","0.7252326739","12.49393608","0.0003600802467","2.553811093","0"
"356.9924941","0.01867709919","0.1222641809","0.7338417029","12.49708525","0.0003488340343","2.554700529","0"
"378.2437928","0.01821476941","0.1185144165","0.7238488246","12.88139245","0.0003317778248","2.593308706","0"
"421.1566864","0.01710882407","0.1090366195","0.7135260499","13.81445017","0.0002927118609","2.683910306","0"
"388.9681342","0.01740692638","0.110615208","0.7232960092","13.34821255","0.000303001086","2.613069213","0"
"375.7020368","0.01782529108","0.1121814501","0.7158477742","13.07492174","0.0003177410022","2.554519728","0"
"425.301818","0.01697019337","0.1054648297","0.7047593208","13.94493931","0.000287987463","2.670219387","0"
"492.4971705","0.01465274127","0.08248641085","0.6989899905","15.56461","0.0002147028266","2.821572757","0"
"440.9814081","0.01647521591","0.1024284759","0.7055346694","14.29423632","0.0002714327391","2.715496062","0"
"406.5659265","0.01691555598","0.1042750565","0.7123974954","13.748706","0.000286136034","2.63668979","0"
"460.9033466","0.01506193","0.08740149708","0.7105593232","14.99642937","0.0002268617353","2.77073273","0"
"525.3370081","0.01431767509","0.08138168674","0.6960530889","16.02741906","0.0002049958201","2.892464","0"
"473.8839213","0.01484547037","0.08672569367","0.7108244246","15.23425535","0.0002203879906","2.807504529","0"
"509.7278931","0.01437795965","0.08250355128","0.7018928905","15.83258748","0.0002067257237","2.867227379","0"
"1410.076466","0.007707924829","0.03801373288","0.6262645337","29.07236926","5.941210517E-5","3.743346247","0"
"1449.544702","0.007590198402","0.03783183373","0.6296562421","29.44131422","5.761111179E-5","3.781931713","0"
"1494.371512","0.007445101086","0.03738849059","0.6325841206","29.95081144","5.542953019E-5","3.826046676","0"
"1352.723314","0.007725580226","0.04148708084","0.6688132212","28.14211501","5.968458983E-5","3.707887403","0"
"1362.503815","0.007754950784","0.04135317482","0.6562167209","28.29220001","6.013926166E-5","3.696058713","0"
"1341.033239","0.007914796916","0.04116564421","0.649194739","27.99399527","6.264401022E-5","3.670958232","0"
"1297.355861","0.007987518547","0.04095933664","0.6541657353","27.66848513","6.380045254E-5","3.632089879","0"
"1269.930197","0.008202627654","0.04101235601","0.6395454912","27.30242888","6.728310043E-5","3.59716534","0"
"1247.071299","0.008416869988","0.04249994879","0.6278204906","26.96722026","7.08437004E-5","3.564500996","0"
"1287.746348","0.008239071946","0.0418347563","0.6335560983","27.41729058","6.788230653E-5","3.609930397","0"
"1366.901007","0.007973009002","0.04102019876","0.6306226493","28.32389057","6.356887254E-5","3.669024123","0"
"1384.374869","0.007870390528","0.0405095297","0.6361195248","28.56577022","6.194304706E-5","3.684985637","0"
"1414.626424","0.007740850542","0.03990463477","0.6382016658","28.93678463","5.992076712E-5","3.716841346","0"
"1484.959591","0.007568888173","0.03886176098","0.6348770403","29.65136598","5.728806817E-5","3.776504234","0"
"1495.367482","0.007483607544","0.03819417512","0.6367390085","29.83740357","5.600438187E-5","3.789307406","0"
"1503.754105","0.007445026535","0.03797098483","0.6384251713","29.9472124","5.542842011E-5","3.807379317","0"
"1509.270085","0.00743919492","0.0377749082","0.6365998433","29.99687451","5.534162106E-5","3.810152096","0"
"1503.749748","0.007427867428","0.037403167","0.6388033669","29.97794636","5.517321453E-5","3.811709749","0"
"1508.29391","0.007412807013","0.03777491253","0.6375705242","30.0361136","5.494970782E-5","3.811106372","0"
"1540.091761","0.007346559183","0.03681663575","0.6350653192","30.38942164","5.397193183E-5","3.831352575","0"
"1463.020453","0.007470992977","0.03759825361","0.6415369107","29.69890182","5.581573606E-5","3.783688136","0"
"1572.449028","0.007259931973","0.03667498427","0.6337318812","30.74514484","5.270661226E-5","3.85180337","0"
"1437.807101","0.007497873013","0.03803682157","0.647062788","29.41703012","5.621809972E-5","3.770876539","0"
"1602.629559","0.007186991474","0.03606890199","0.6326361833","31.07102909","5.165284645E-5","3.870463005","0"
"1462.138668","0.007427131476","0.03801929652","0.6474079799","29.68084975","5.516228196E-5","3.789133928","0"
"1595.416642","0.007186659151","0.03616461421","0.634356772","31.00537489","5.164806975E-5","3.86777309","0"
"1506.030151","0.007349086266","0.0372082172","0.6439198756","30.09833449","5.400906895E-5","3.823985328","0"
"1596.229288","0.007169224968","0.03555257346","0.6367763721","31.02732908","5.139778664E-5","3.87081021","0"
"1508.795281","0.007324474309","0.03709999399","0.645604096","30.13329261","5.36479239E-5","3.821331818","0"
"1620.999484","0.007122607571","0.03604725195","0.6356307549","31.23915195","5.073153862E-5","3.881418939","0"
"1507.205856","0.007285913244","0.03710731462","0.6484945163","30.14012133","5.30845318E-5","3.821284614","0"
"1645.047905","0.007043300692","0.0350533388","0.6366009993","31.49985083","4.960808464E-5","3.895415669","0"
"1567.311659","0.007267413493","0.03598486243","0.6358570545","30.60129187","5.281529889E-5","3.85276348","0"
"1523.572571","0.007273220966","0.03642134121","0.6439801169","30.28762543","5.289974323E-5","3.819916557","0"
