"contrast","energy","homogeneity","correlation","dissimilarity","ASM","Entrophy","class"
"14.89484626","0.05619307995","0.4382968507","0.9872793515","2.202541117","0.003157662235","1.096287522","0"
"13.15527521","0.05870411594","0.4609142448","0.9891350112","2.052830224","0.003446173228","1.050049695","0"
"13.89694412","0.05745233232","0.4576303021","0.9891706525","2.098168748","0.003300770489","1.07563444","0"
"14.94797956","0.05660645581","0.4557859516","0.9890050911","2.154238115","0.003204290839","1.099021526","0"
"15.50094949","0.05538895147","0.4550338485","0.9892005877","2.187268844","0.003067935945","1.108082396","0"
"17.11712057","0.05335680392","0.4425597328","0.9887400275","2.311388617","0.002846948524","1.143533516","0"
"135.3535732","0.01814513268","0.1297695662","0.9356160879","8.639645399","0.0003292458401","1.855345553","0"
"149.9153987","0.01751213491","0.1168592672","0.9079781683","9.211245128","0.000306674869","1.893967769","0"
"160.7556531","0.01712945337","0.1094021204","0.8865291189","9.607992726","0.0002934181727","1.916643143","0"
"166.1410874","0.01673273077","0.1095227668","0.8949617615","9.768443933","0.0002799842789","1.952614909","0"
"163.0907149","0.01659283992","0.1121294542","0.9110726216","9.664819787","0.0002753223368","1.96166763","0"
"159.2644068","0.01678771238","0.1155040918","0.9149145961","9.522003912","0.000281827287","1.969676656","0"
"148.3203294","0.01758722532","0.1139265425","0.895787215","9.213357201","0.0003093104945","1.873868348","0"
"130.3897579","0.01846050388","0.1160206899","0.8856419384","8.76238238","0.0003407902034","1.730811838","0"
"137.9307562","0.01795913641","0.1124220101","0.8845331305","9.025813692","0.0003225305807","1.767058124","0"
"138.3760862","0.01791709488","0.1126761245","0.8844715019","9.033688976","0.0003210222889","1.766324143","0"
"134.4623544","0.01822833359","0.1143137156","0.8854611186","8.897337179","0.0003322721454","1.73850342","0"
"137.3616806","0.01802337424","0.1130750473","0.884899209","9.011417504","0.0003248420189","1.752974907","0"
"137.5898365","0.0180455809","0.1129314233","0.8856459369","9.008003144","0.0003256429899","1.751122413","0"
"132.2809625","0.01835917151","0.1157228157","0.8872882229","8.82725047","0.0003370591786","1.737326322","0"
"131.9147121","0.01841601658","0.1148609683","0.886882306","8.828415425","0.0003391496666","1.725940035","0"
"133.3299805","0.01841449861","0.1159745851","0.8860544036","8.855010489","0.0003390937591","1.733932645","0"
"142.1180914","0.01786214361","0.1121127649","0.8842274614","9.160602746","0.0003190561743","1.782720078","0"
"125.9954207","0.01887892735","0.1189210002","0.8887857181","8.596054308","0.0003564138979","1.709006495","0"
"126.8854509","0.0188661504","0.1188629749","0.8888040233","8.612273698","0.0003559316311","1.715816178","0"
"127.0048208","0.01898105717","0.1199868121","0.8892297632","8.583230334","0.0003602805315","1.728608456","0"
"102.8828321","0.02083356101","0.1332706922","0.8983126365","7.691689516","0.0004340372645","1.592466878","0"
"96.99834254","0.02138875548","0.1374008376","0.9015140017","7.45382091","0.0004574788611","1.56870823","0"
"129.7233659","0.01892524812","0.1203825755","0.8888036905","8.663389639","0.0003581650163","1.747226874","0"
"121.9325037","0.01949945252","0.1230829547","0.8908017425","8.398182481","0.0003802286485","1.707741607","0"
"107.7038174","0.02068691244","0.1318705328","0.8949628669","7.869203048","0.0004279483465","1.6257405","0"
"110.4374547","0.02048418772","0.1299076578","0.8949970861","7.964312606","0.0004196019467","1.652017501","0"
"64.77388986","0.03095070695","0.1690019946","0.85106035","5.958497303","0.0009579462608","1.231641399","0"
"60.74631926","0.03140829227","0.1714454197","0.857012688","5.790734348","0.0009864808234","1.20352557","0"
"52.13758779","0.03352199182","0.1840762048","0.864958178","5.347596926","0.001123723936","1.130786376","0"
"58.68031463","0.03175808431","0.1745726451","0.8594954373","5.682876586","0.001008575919","1.185427727","0"
"63.42864652","0.0305845629","0.1671719548","0.8559943235","5.934312653","0.000935415488","1.222927594","0"
"72.16355302","0.02883506594","0.1571671198","0.8490724724","6.349718469","0.000831461028","1.276606485","0"
"74.53708676","0.02860603281","0.1551572909","0.8471207374","6.444543892","0.0008183051132","1.29935093","0"
"75.66306288","0.02833528518","0.1539899877","0.8449933486","6.508157051","0.0008028883864","1.299826434","0"
"84.41329374","0.02717852655","0.1471226172","0.8390485602","6.86515412","0.0007386723054","1.364116508","0"
"73.33729702","0.02885884971","0.157120569","0.8477254413","6.379798927","0.0008328332065","1.297853835","0"
"69.04632353","0.0295168022","0.1608380436","0.8509323488","6.190545871","0.0008712416123","1.259067597","0"
"80.79668698","0.02748912998","0.1502967914","0.84507382","6.699389583","0.0007556522672","1.352803333","0"
"92.68084028","0.02581829409","0.1401140136","0.8390999199","7.199122022","0.0006665843096","1.432278556","0"
"94.60247103","0.02568121564","0.1393179484","0.8363423512","7.272367368","0.0006595248367","1.444603901","0"
"90.21805017","0.02632716683","0.1423917082","0.8386761799","7.09480648","0.0006931197132","1.419539649","0"
"87.62430209","0.02669947241","0.1452860226","0.8404642165","6.979618027","0.0007128618269","1.402721355","0"
"89.45912477","0.02633733571","0.1429375205","0.8399704072","7.067718914","0.0006936552525","1.413841003","0"
"93.95140339","0.02560690237","0.1387421969","0.8373272691","7.259969598","0.000655713449","1.427419012","0"
"80.43781462","0.02754576974","0.1496850048","0.8444165434","6.6976753","0.0007587694306","1.346815113","0"
"76.3301084","0.02819163483","0.153583345","0.8464737025","6.515298318","0.0007947682742","1.318660784","0"
"77.84368296","0.02772244222","0.1514289429","0.846349069","6.592578386","0.0007685338024","1.315085187","0"
"75.08161787","0.02811747958","0.15366652","0.8452458582","6.486032382","0.0007905926579","1.276093364","0"
"65.21004702","0.02954700484","0.1632403987","0.8541508943","6.042118323","0.0008730254948","1.194839993","0"
"64.60499036","0.02934306054","0.1635077103","0.8572725113","6.017682687","0.0008610152019","1.195247796","0"
"62.28811794","0.02992740969","0.1655216198","0.8565630629","5.915190347","0.0008956498505","1.162141687","0"
"59.32183532","0.03079468985","0.1701888407","0.8557507674","5.759782542","0.0009483129231","1.135353083","0"
"88.02061402","0.03617478799","0.2277360037","0.9126810626","5.924339504","0.001308615286","1.786354357","0"
"87.32279191","0.03590047676","0.225315102","0.9131569366","5.945644916","0.001288844232","1.776240944","0"
"82.74917009","0.03699189625","0.2307936135","0.9158476974","5.77312743","0.001368400388","1.752825914","0"
"87.06053503","0.03608856082","0.2254322531","0.9158986538","5.93521715","0.001302384222","1.788040373","0"
"92.08952156","0.03541856388","0.2225831716","0.9128652746","6.115339992","0.001254474667","1.818851685","0"
"89.90538768","0.03591572162","0.2240163414","0.9117256209","6.060752864","0.001289939059","1.788707455","0"
"85.5037056","0.03771868352","0.231208468","0.904723332","5.86048483","0.001422699086","1.720011363","0"
"80.13183405","0.03842951405","0.234362728","0.9094293417","5.723702094","0.00147682755","1.682068815","0"
"74.00821625","0.03974489126","0.2403412579","0.9129165328","5.508185465","0.001579656381","1.631382263","0"
"79.47688796","0.03868467167","0.2346317667","0.9066079798","5.736492918","0.001496503822","1.652784937","0"
"74.88557871","0.03711112007","0.2292621258","0.9098657449","5.674802408","0.001377235233","1.610186466","0"
"82.71365791","0.03385903713","0.2115560846","0.9083674474","6.091117457","0.001146434395","1.661044209","0"
"89.01302287","0.03179249163","0.1998031421","0.9122665875","6.431378956","0.001010762524","1.713920241","0"
"88.00683819","0.03093987045","0.1941018723","0.9139340131","6.483295212","0.0009572755837","1.706484499","0"
"88.21123566","0.02977751065","0.1850543731","0.8941970367","6.590669944","0.0008867001407","1.589865103","0"
"91.98679718","0.02895910417","0.1795239028","0.889895751","6.775698854","0.0008386297145","1.57104775","0"
"87.02464874","0.03022290095","0.1848521638","0.893526654","6.568573688","0.0009134237416","1.544516343","0"
"91.23916616","0.02998737397","0.1827008772","0.8908489182","6.701894709","0.0008992425978","1.580649388","0"
"96.4145913","0.02871610779","0.174132216","0.888260499","6.939209251","0.0008246148468","1.612676997","0"
"102.0157695","0.02775653406","0.1688623978","0.8837799841","7.158817429","0.0007704251829","1.638564499","0"
"100.4420909","0.02760195306","0.1686579394","0.8845807461","7.105196361","0.0007618678125","1.64024575","0"
"96.83361037","0.02748632122","0.1686508956","0.8865012574","6.991542239","0.0007554978544","1.618610225","0"
"102.9972865","0.02650313786","0.163127002","0.8847619585","7.225494514","0.0007024163164","1.668001945","0"
"108.1603896","0.02587624747","0.1583572781","0.8833302313","7.427405797","0.0006695801831","1.687915075","0"
"106.6363021","0.02616344332","0.160093719","0.8840402306","7.374495068","0.0006845257663","1.668986822","0"
"105.9400238","0.02630915762","0.160323503","0.8830020411","7.334436725","0.0006921717747","1.670153633","0"
"107.7575047","0.0266250669","0.1633894921","0.8815146867","7.350499841","0.0007088941875","1.685058476","0"
"108.2007889","0.02657175207","0.1642596939","0.8811242243","7.356139927","0.0007060580081","1.686814193","0"
"110.781249","0.02614209948","0.1614499124","0.8816746611","7.457623587","0.0006834093652","1.701897329","0"
"111.2124906","0.02645412717","0.162808182","0.8824079703","7.442914849","0.0006998208443","1.709377267","0"
"100.5162312","0.02753809979","0.1696067985","0.8868230326","7.062083564","0.0007583469398","1.637847324","0"
"109.8421723","0.02673196271","0.1638634598","0.883236624","7.388787074","0.0007145978303","1.702137046","0"
"112.0361515","0.02624124959","0.1609977455","0.882904567","7.486586446","0.00068860318","1.711286879","0"
"111.7443635","0.02672352065","0.1636692616","0.8818590437","7.460483882","0.000714146556","1.699457414","0"
"93.59731397","0.02866885864","0.1770545906","0.8857306909","6.794953757","0.0008219034558","1.578727245","0"
"80.43442867","0.0304855854","0.1914463876","0.8903300461","6.224547396","0.000929370917","1.501017355","0"
"96.35639091","0.02864878023","0.1798182088","0.8871351221","6.825403591","0.0008207526087","1.619297345","0"
"103.2482395","0.02836588212","0.1772547987","0.8880876784","7.060767071","0.0008046232686","1.673001692","0"
"104.0922966","0.02885087143","0.1788502348","0.8870706103","7.072639191","0.0008323727824","1.67498817","0"
"102.7233043","0.02910775987","0.1804589169","0.8842131218","7.017706365","0.0008472616844","1.653269748","0"
"83.97770011","0.0313277085","0.1951094499","0.889397819","6.319183395","0.0009814253198","1.520164243","0"
"73.4260751","0.03294396249","0.205099267","0.8929279245","5.885929146","0.001085304665","1.441149515","0"
"83.83394659","0.03137942591","0.1953604703","0.8904383014","6.302750903","0.0009846683704","1.532539361","0"
"84.30791269","0.031119854","0.191234865","0.8888936837","6.353355401","0.0009684453129","1.518577669","0"
"80.01264876","0.03202495301","0.1967526643","0.8899266511","6.165901869","0.001025597615","1.485012834","0"
"83.29434523","0.03228913728","0.1957034635","0.8878195758","6.269251351","0.001042588386","1.517913738","0"
"79.79703742","0.03307225986","0.2006765967","0.8890106617","6.11616872","0.001093774373","1.495874762","0"
"72.9248178","0.03466725096","0.2065056819","0.8882145078","5.831019998","0.001201818289","1.437279452","0"
"70.13396506","0.0354754347","0.2121494996","0.8883911819","5.699105447","0.001258506467","1.412821908","0"
"69.31750226","0.03615169136","0.2144861236","0.8882003759","5.642060549","0.001306944788","1.407182162","0"
"68.41369627","0.03690000581","0.2178844121","0.8870936853","5.574550001","0.001361610429","1.405064227","0"
"79.17609286","0.02837634405","0.2197963477","0.9841806481","5.872110699","0.0008052169019","1.765095758","0"
"83.86864898","0.02795797817","0.2156717889","0.9830224741","6.035303812","0.0007816485434","1.791330659","0"
"86.06893596","0.02783965356","0.2150333682","0.9822013744","6.106025089","0.0007750463101","1.798474982","0"
"87.38438298","0.02777547839","0.2133240941","0.9813688734","6.155507253","0.0007714771995","1.798347663","0"
"88.53746087","0.02773069804","0.2113484042","0.9805723142","6.202446405","0.0007689916138","1.79503032","0"
"87.66321916","0.02795222895","0.2117696622","0.9800630525","6.179000507","0.0007813271032","1.775458407","0"
"87.4769069","0.02820855392","0.2117235764","0.9789942203","6.15387821","0.0007957225143","1.75672884","0"
"87.86926935","0.02842872494","0.2117675289","0.977543775","6.164287033","0.0008081924015","1.743652696","0"
"89.5226148","0.02853317975","0.2085980742","0.9754330535","6.224836267","0.0008141423469","1.738120864","0"
"90.27678567","0.02869898293","0.207867546","0.9731146468","6.263270303","0.0008236316214","1.718640891","0"
"89.54952715","0.02909513847","0.2085782235","0.9708748018","6.230646834","0.0008465270825","1.70827231","0"
"89.9141059","0.02945741269","0.2071750537","0.9678765624","6.235595524","0.0008677391624","1.68941118","0"
"86.9529614","0.02995985294","0.2071302632","0.9635861006","6.170073923","0.000897592788","1.627261615","0"
"85.68580792","0.03074550594","0.2083775926","0.954894013","6.10482225","0.0009452861356","1.582878928","0"
"82.48955566","0.03168686374","0.210164099","0.9412519065","6.003523278","0.001004057334","1.511385161","0"
"79.96757543","0.03229918124","0.2111840994","0.926572176","5.92454787","0.001043237109","1.44218198","0"
"76.03325804","0.03319502169","0.2140801486","0.923229549","5.77582198","0.001101909465","1.393725041","0"
"71.80012976","0.034195824","0.2195120475","0.9155533722","5.599928019","0.001169354379","1.339762474","0"
"69.77805244","0.03509664324","0.2236679418","0.8925841854","5.497658252","0.001231774367","1.294116456","0"
"73.30073354","0.03459574438","0.2202893881","0.8419388206","5.654320988","0.001196865529","1.275500253","0"
"66.49093372","0.03572514832","0.2239069536","0.8258798118","5.431961433","0.001276286222","1.183888715","0"
"61.08895329","0.03741273656","0.232487203","0.8290614529","5.183504051","0.001399712857","1.143208562","0"
"57.42965994","0.03875178084","0.2376106728","0.8267552402","5.009793197","0.001501700518","1.107273157","0"
"63.33927176","0.03797531055","0.2324387608","0.8152506483","5.238148006","0.001442124211","1.150632427","0"
"67.37802308","0.03744146049","0.2272719522","0.8111830047","5.415131152","0.001401862964","1.180019358","0"
"71.06182311","0.03671193782","0.222961343","0.8097584537","5.571220882","0.001347766378","1.204973607","0"
"512.8260003","0.01443193006","0.08061373059","0.6905661981","15.90081784","0.0002082806052","2.849806648","1"
"467.0576937","0.01487062724","0.08746651553","0.7155321959","15.12603769","0.0002211355546","2.800343996","1"
"524.2942647","0.01419518163","0.08125797526","0.6993655002","16.08284912","0.0002015031815","2.892727734","1"
"472.6735996","0.01485169281","0.08798568555","0.7141526951","15.19994128","0.0002205727792","2.810675947","1"
"510.3832512","0.01433824309","0.08274292072","0.7031065342","15.8667879","0.0002055852149","2.869656235","1"
"479.2617786","0.01477620417","0.0865516657","0.7104759541","15.31018578","0.0002183362095","2.817557339","1"
"525.6081206","0.01421033268","0.08176894943","0.6994726781","16.09683331","0.000201933555","2.895212911","1"
"475.5401649","0.01485185022","0.08700161617","0.7122471655","15.24754341","0.000220577455","2.811394102","1"
"507.7628512","0.01439112052","0.08387591738","0.7040314916","15.80581246","0.0002071043497","2.868470932","1"
"483.9140775","0.01477428605","0.08691081079","0.7103668496","15.32536807","0.0002182795283","2.827535086","1"
"520.6515412","0.01429576888","0.08269989412","0.6993479169","15.99521706","0.0002043690079","2.88549557","1"
"497.0434585","0.01459747493","0.08210592764","0.6963920011","15.66361221","0.0002130862742","2.824240175","1"
"491.9523742","0.01470335156","0.08652351136","0.7079684486","15.45865121","0.000216188547","2.840866862","1"
"534.6868261","0.01416280307","0.0821922158","0.6975383587","16.20740457","0.0002005849909","2.913690745","1"
"497.2245","0.01466975383","0.08655381558","0.7081626284","15.53615859","0.0002152016773","2.858212255","1"
